gp661nf6951,https://purl.stanford.edu/gp661nf6951,"Goat (Capra hircus), subadult female, thoracic vertebra",su:ANTH_goat_edu_10006_m,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,4,Accessioned,world,6,6,6,91.6 MB,96054934,
gq885gy2089,https://purl.stanford.edu/gq885gy2089,Tomb of Ptahemwia,sup:Ptahemwia,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,10,5,10,6.07 MB,6368610,
gs741gk1630,https://purl.stanford.edu/gs741gk1630,"Bison (Bison bison), adult female, 1st phalanx left (4)",su:ANTH_bison_edu_10008_bp,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,176 MB,184456184,
gv529yj1525,https://purl.stanford.edu/gv529yj1525,"Goat (Capra hircus), subadult female, right femur",su:ANTH_goat_edu_10006_d,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,4,Accessioned,world,6,6,6,145 MB,151650720,
gx451rw9825,https://purl.stanford.edu/gx451rw9825,Pyramid of Niuserre,sup:Niuserre_Pyramid,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,5,4,5,891 KB,912767,
gy179rx5004,https://purl.stanford.edu/gy179rx5004,Pyramid of Pepy II,sup:Pepy2_Pyramid,info:fedora/druid:sr199zw3981,Constructing the Sacred Media,Constructing the Sacred Archive,item,3d,6,Accessioned,world,13,4,13,2.4 MB,2518585,
gy394dw7564,https://purl.stanford.edu/gy394dw7564,Pestle,su:SUAC_pestle_15121A,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,5,Accessioned,world,5,5,5,44.9 MB,47092353,
hc778fk0923,https://purl.stanford.edu/hc778fk0923,"Bison (Bison bison), adult female, radial carpal left",su:ANTH_bison_edu_10008_cj,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,284 MB,297344105,
hc941fm6529,https://purl.stanford.edu/hc941fm6529,"Sheep (Ovis aries), male, cervical vertabra",su:ANTH_sheep_edu_10005_g,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,5,Accessioned,world,3,3,3,8.07 MB,8457923,
hg050wq7397,https://purl.stanford.edu/hg050wq7397,"Bison (Bison bison), adult female, 3rd phalanx right (1)",su:ANTH_bison_edu_10008_bx,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,181 MB,189674628,
hj991jh6685,https://purl.stanford.edu/hj991jh6685,"Bison (Bison bison), adult female, 3rd phalanx left (2)",su:ANTH_bison_edu_10008_bz,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,166 MB,173863316,
hr218sf6047,https://purl.stanford.edu/hr218sf6047,"Bison (Bison bison), adult female, left  metacarpal",su:ANTH_bison_edu_10008_af,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,391 MB,410241740,
hs903fr5133,https://purl.stanford.edu/hs903fr5133,"Goat (Capra hircus), subadult female, left innominate",su:ANTH_goat_edu_10006_f,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,4,Accessioned,world,6,6,6,145 MB,151761461,
hy334cs7866,https://purl.stanford.edu/hy334cs7866,Pin,su:SUAC_pin_17244,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,6,Accessioned,world,5,5,5,46.6 MB,48885915,
jc957dh9590,https://purl.stanford.edu/jc957dh9590,Biface,su:SUAC_20107,info:fedora/druid:bt759px9146,SUAC - public domain,Stanford University Archaeology Collections,item,3d,4,Accessioned,world,5,5,5,29.8 MB,31276971,
jd673mb9779,https://purl.stanford.edu/jd673mb9779,"Bison (Bison bison), adult female, 3rd thoracic vertebra",su:ANTH_bison_edu_10008_as,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,69.1 MB,72445569,
jn921xz9734,https://purl.stanford.edu/jn921xz9734,"Bison (Bison bison), adult female, 2nd phalanx left (1)",su:ANTH_bison_edu_10008_br,info:fedora/druid:fv454nq4574,3D Objects for Anthropology and Archaeology,Krish Seetah Bones Collection,item,3d,2,Accessioned,world,5,2,5,240 MB,251747318,
